Position

	481	2.17391304347825	-30.4347826086957	0
	496	-89.1304347826087	-239.130434782609	0
	651	-89.1304347826087	-239.130434782609	0
	667	209.239113849141	11.9565217391161	0
	744	209.239113849141	11.9565217391161	0
	761	254.891287762172	272.82608695652	0
	806	254.891287762172	272.82608695652	0
	824	-356.52173913035	230.434782608696	0
	864	-356.52173913035	230.434782608696	0
	885	462.91653632647	397.288733940001	0
	1106	462.91653632647	397.288733940001	0
	1107	-637.083422983406	355.288733939996	0
	1124	-637.083422983406	355.288733939996	0
	1141	-597.083422983409	687.288733939977	0
	1172	-597.083422983409	687.288733939977	0
	1196	-725.529539689045	56.7350701123703	0
	1476	-725.529539689045	56.7350701123703	0
	1477	-368.082747411137	482.798883666833	0
	1492	-368.082747411137	482.798883666833	0
	1511	-452.65721549624	683.862713454058	0
	1535	-452.65721549624	683.862713454058	0
	1562	-522.869981453691	257.798899899596	0
	1579	-522.869981453691	257.798899899596	0
	1607	359.576794591591	-26.2436370591577	0
	1613	359.576794591591	-26.2436370591577	0
	1625	243.087432889468	-287.945764718735	0
	1651	243.087432889468	-287.945764718735	0
	1660	252.661900974575	-201.775551952786	0
	1667	252.661900974575	-201.775551952786	0
	1685	-347.338082792646	59.9265757067777	0
	1758	-347.338082792646	59.9265757067777	0
	1802	1039.36399616861	685.458474367615	0
	1891	1039.36399616861	685.458474367615	0
	1922	1227.66186850899	-179.435110188303	0
	1950	1227.66186850899	-179.435110188303	0
	1972	286.172539272204	-251.243620826601	0
	2003	286.172539272204	-251.243620826601	0
	2023	-332.976380665361	-390.073408060642	0

end
